id_regra;antecedente;consequente;itens_antecedente;itens_consequente;total_itens;suporte;confianca;lift;leverage;conviction;itemset_uniao;suporte_itemset_absoluto;suporte_itemset_relativo
434;SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS;2;2;4;0.010000;0.03;1.34;0;1.01;FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;100;0.010000
435;CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;5;6;0.010000;0.01;1.34;0;1;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
436;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;CATEGORIA_FILHOS__SEM_FILHOS;5;1;6;0.010000;0.93;1.34;0;4.06;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
437;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;FAIXA_IDADE__IDADE_50_A_59;4;1;5;0.010000;0.29;1.34;0;1.1;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;100;0.010000
438;FAIXA_CREDITO__CREDITO_ALTO + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_50_A_59;4;1;5;0.010000;0.29;1.34;0;1.1;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;100;0.010000
439;FAIXA_IDADE__IDADE_50_A_59;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;1;4;5;0.010000;0.05;1.34;0;1.01;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;100;0.010000
440;FAIXA_IDADE__IDADE_50_A_59;FAIXA_CREDITO__CREDITO_ALTO + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;1;4;5;0.010000;0.05;1.34;0;1.01;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;100;0.010000
441;FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;FAIXA_CREDITO__CREDITO_MUITO_ALTO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;1;3;4;0.010000;0.06;1.34;0;1.02;FAIXA_CREDITO__CREDITO_MUITO_ALTO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;100;0.010000
442;FAIXA_CREDITO__CREDITO_MUITO_ALTO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;3;1;4;0.010000;0.23;1.34;0;1.07;FAIXA_CREDITO__CREDITO_MUITO_ALTO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;100;0.010000
443;FAIXA_IDADE__IDADE_40_A_49 + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;FAIXA_RENDA__RENDA_MUITO_ALTA + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;2;2;4;0.010000;0.24;1.33;0;1.07;FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_40_A_49 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;100;0.010000
444;FAIXA_RENDA__RENDA_MUITO_ALTA + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_IDADE__IDADE_40_A_49 + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;2;2;4;0.010000;0.06;1.33;0;1.01;FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_40_A_49 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;100;0.010000
447;POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.04;1.33;0;1.01;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
448;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;4;2;6;0.010000;0.38;1.33;0;1.15;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
449;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;3;2;5;0.010000;0.64;1.33;0;1.42;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;100;0.010000
450;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59;2;3;5;0.010000;0.02;1.33;0;1.01;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;100;0.010000
451;FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_MEDIA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;2;5;0.010000;0.16;1.33;0;1.05;FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
452;FAIXA_RENDA__RENDA_MEDIA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;2;3;5;0.010000;0.08;1.33;0;1.02;FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
453;CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;1;4;5;0.010000;0.01;1.33;0;1;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;100;0.010000
454;FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;CATEGORIA_FILHOS__SEM_FILHOS;4;1;5;0.010000;0.93;1.33;0;3.65;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;100;0.010000
455;FAIXA_RENDA__RENDA_BAIXA + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;3;5;0.010000;0.07;1.33;0;1.02;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
456;FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;2;5;0.010000;0.19;1.33;0;1.06;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
459;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS;POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;2;5;0.010000;0.6;1.33;0;1.34;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
460;POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS;2;3;5;0.010000;0.02;1.33;0;1.01;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
461;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;3;7;0.010000;0.26;1.32;0;1.08;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
462;POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;4;7;0.010000;0.05;1.32;0;1.01;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
463;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.07;1.32;0;1.02;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
464;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;3;6;0.010000;0.19;1.32;0;1.06;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
465;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;2;5;0.010000;0.15;1.32;0;1.04;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;100;0.010000
466;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS;2;3;5;0.010000;0.09;1.32;0;1.02;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;100;0.010000
467;FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.27;1.32;0;1.09;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
468;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO;3;3;6;0.010000;0.05;1.32;0;1.01;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
469;CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_MEDIO + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;4;5;0.010000;0.01;1.32;0;1;FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
470;FAIXA_CREDITO__CREDITO_MEDIO + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;CATEGORIA_FILHOS__SEM_FILHOS;4;1;5;0.010000;0.92;1.32;0;3.31;FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
473;FAIXA_RENDA__RENDA_MUITO_ALTA + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;FAIXA_IDADE__IDADE_40_A_49;3;1;4;0.010000;0.33;1.32;0;1.11;FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_40_A_49 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;100;0.010000
474;FAIXA_IDADE__IDADE_40_A_49;FAIXA_RENDA__RENDA_MUITO_ALTA + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;1;3;4;0.010000;0.04;1.32;0;1.01;FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_40_A_49 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;100;0.010000
475;FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO;2;3;5;0.010000;0.06;1.31;0;1.01;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;100;0.010000
476;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO;FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__SEM_FILHOS;3;2;5;0.010000;0.23;1.31;0;1.07;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;100;0.010000
477;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49;POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.4;1.31;0;1.15;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
478;POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49;3;3;6;0.010000;0.03;1.31;0;1.01;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
479;FAIXA_RENDA__RENDA_MEDIA + POSSE_CARRO__COM_CARRO;FAIXA_IDADE__IDADE_30_A_39 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;3;5;0.010000;0.18;1.31;0;1.05;FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
480;FAIXA_IDADE__IDADE_30_A_39 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_MEDIA + POSSE_CARRO__COM_CARRO;3;2;5;0.010000;0.07;1.31;0;1.02;FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
481;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.03;1.31;0;1.01;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;100;0.010000
